name,link,price,review_count,review_percentage,game_tags,Review_Category
Heroes of Hellas Origins: Part One,https://store.steampowered.com/app/1158260/Heroes_of_Hellas_Origins_Part_One/?snr=1_7_7_230_150_449,3.99,44,90,"['Casual', 'Indie', 'Adventure', 'Match 3', 'Singleplayer', 'Addictive']",0-250
Ultreïa,https://store.steampowered.com/app/1284870/Ultrea/?snr=1_7_7_230_150_449,7.79,55,96,"['Puzzle', 'Point & Click', '2D', 'Post-apocalyptic', 'Atmospheric', 'Adventure', 'Retro', ""1990's"", 'Singleplayer', 'Indie', 'Beautiful']",0-250
Block Buster Billy,https://store.steampowered.com/app/2063850/Block_Buster_Billy/?snr=1_7_7_230_150_449,3.99,12,91,"['Cute', 'Puzzle', 'Sokoban', 'Logic', 'Difficult', 'Grid-Based Movement', 'Family Friendly', 'Minimalist', 'Stylized', 'Colorful', 'Casual', 'Pixel Graphics', 'Top-Down', 'Abstract', 'Atmospheric', 'Strategy', '2D', 'Singleplayer', 'Indie', 'Nonlinear']",0-250
Era of Miracles,https://store.steampowered.com/app/1037930/Era_of_Miracles/?snr=1_7_7_230_150_449,18.99,34,73,"['Exploration', 'Hidden Object', 'Action RPG', 'Pixel Graphics', 'Adventure', 'Sandbox', 'Demons', 'Puzzle', 'Logic', 'Tactical', 'Point & Click', 'RPG', 'Relaxing', 'Action', 'Top-Down', 'Atmospheric', 'Story Rich', 'Casual', 'Choices Matter', 'Magic']",0-250
Intensive Exposure,https://store.steampowered.com/app/518670/Intensive_Exposure/?snr=1_7_7_230_150_449,4.49,121,85,"['Arcade', 'Character Customization', 'Voxel', '3D', 'Funny', 'Parody', 'Action', 'Simulation', 'Pixel Graphics', 'Comedy', 'Memes', 'Satire', 'Singleplayer', 'Fast-Paced', 'Indie', 'Mature', 'Nudity', 'Sexual Content', 'Short', 'Survival Horror']",0-250
DuelVox: Max Quality,https://store.steampowered.com/app/1587940/DuelVox_Max_Quality/?snr=1_7_7_230_150_449,34.97,12,83,"['Simulation', 'Casual', 'Action', 'Western', 'FPS', '3D', 'First-Person', 'Realistic', 'PvE', 'Atmospheric', 'Family Friendly', 'Shooter', 'Singleplayer', 'Comedy', 'Stealth', 'Tactical', 'Gun Customization', 'Controller', 'Cinematic', 'Physics']",0-250
My Furry Stepmom 🐾,https://store.steampowered.com/app/2082060/My_Furry_Stepmom/?snr=1_7_7_230_150_449,3.99,23,95,"['Visual Novel', 'Sexual Content', 'Story Rich', 'Casual', 'Nudity', 'Dating Sim', 'Romance', 'Comedy', 'Anime', 'Singleplayer', 'Drama', 'Adventure', 'Simulation', 'Indie', 'Mature', 'Relaxing', 'Short', 'Cute', 'Nonlinear', 'Funny']",0-250
DrumBeats VR,https://store.steampowered.com/app/1015480/DrumBeats_VR/?snr=1_7_7_230_150_449,7.99,124,63,"['Early Access', 'Rhythm', 'Audio Production', 'VR', 'Sports', 'Simulation', 'Realistic', 'Singleplayer', 'Rock Music', 'Fast-Paced', 'Music', 'Bullet Hell', ""Shoot 'Em Up"", 'Spectacle fighter', '3D', 'Dark', 'Education', 'Martial Arts', '6DOF', ""Beat 'em up""]",0-250
Anime Artist 3: Harem,https://store.steampowered.com/app/1458590/Anime_Artist_3_Harem/?snr=1_7_7_230_150_449,1.49,57,85,"['Collectathon', 'Puzzle', 'Point & Click', 'Board Game', 'Tabletop', 'Dating Sim', 'Character Customization', 'Female Protagonist', '2D', 'Cute', 'Romance', 'Casual', 'Anime', 'Colorful', 'Fantasy', 'Singleplayer', 'Nudity', 'Hentai', 'Sexual Content', 'Indie']",0-250
SEARCH ALL - SPIDERS,https://store.steampowered.com/app/1909330/SEARCH_ALL__SPIDERS/?snr=1_7_7_230_150_449,1.99,58,93,"['Casual', 'Point & Click', 'Puzzle', 'Tabletop', 'Education', 'Side Scroller', 'Exploration', 'Clicker', 'Dungeon Crawler', 'Hidden Object', 'Creature Collector', '2D', 'Cute', 'Minimalist', 'Hand-drawn', 'Atmospheric', 'Family Friendly', 'Logic', 'Mining', 'Singleplayer']",0-250
Anime Artist 3: Harem,https://store.steampowered.com/app/1458590/Anime_Artist_3_Harem/?snr=1_7_7_230_150_450,1.49,57,85,"['Collectathon', 'Puzzle', 'Point & Click', 'Board Game', 'Tabletop', 'Dating Sim', 'Character Customization', 'Female Protagonist', '2D', 'Cute', 'Romance', 'Casual', 'Anime', 'Colorful', 'Fantasy', 'Singleplayer', 'Nudity', 'Hentai', 'Sexual Content', 'Indie']",0-250
SEARCH ALL - SPIDERS,https://store.steampowered.com/app/1909330/SEARCH_ALL__SPIDERS/?snr=1_7_7_230_150_450,1.99,58,93,"['Casual', 'Point & Click', 'Puzzle', 'Tabletop', 'Education', 'Side Scroller', 'Exploration', 'Clicker', 'Dungeon Crawler', 'Hidden Object', 'Creature Collector', '2D', 'Cute', 'Minimalist', 'Hand-drawn', 'Atmospheric', 'Family Friendly', 'Logic', 'Mining', 'Singleplayer']",0-250
22 Racing Series | RTS-Racing,https://store.steampowered.com/app/422890/22_Racing_Series__RTSRacing/?snr=1_7_7_230_150_450,24.99,13,61,"['Early Access', 'Racing', 'Automobile Sim', 'Fast-Paced', 'Multiplayer', 'Futuristic', 'Competitive', 'Co-op', 'Online Co-Op', 'Sports', 'Strategy', 'Driving', 'Physics', 'Simulation', 'VR', 'Sci-fi', 'Colorful', 'Time Attack', 'Local Multiplayer', 'Split Screen']",0-250
Super Jigsaw Puzzle: Cities,https://store.steampowered.com/app/862110/Super_Jigsaw_Puzzle_Cities/?snr=1_7_7_230_150_450,2.99,70,94,"['Casual', 'Indie', 'Simulation', 'Strategy', 'Puzzle', 'Relaxing', '2D', 'Singleplayer', 'Family Friendly', 'Replay Value', 'Difficult', 'GameMaker', 'Atmospheric']",0-250
Bridge Constructor Playground,https://store.steampowered.com/app/279990/Bridge_Constructor_Playground/?snr=1_7_7_230_150_450,5.79,119,73,"['Casual', 'Simulation', 'Indie', 'RPG', 'Puzzle', 'Physics', 'Singleplayer', 'Building']",0-250
Drone VR,https://store.steampowered.com/app/1383650/Drone_VR/?snr=1_7_7_230_150_450,1.99,17,82,"['Simulation', 'Casual', 'Education', 'Sandbox', 'Arcade', 'Immersive Sim', '3D', 'First-Person', 'Third Person', 'Racing', 'Realistic', 'Family Friendly', 'Futuristic', 'Flight', 'Nature', 'Relaxing', 'Robots', 'Funny', 'Physics', 'Controller']",0-250
TOMORROW DON'T COME - Puzzling Depression,https://store.steampowered.com/app/758570/TOMORROW_DONT_COME__Puzzling_Depression/?snr=1_7_7_230_150_450,1.99,176,81,"['Indie', 'Casual', 'Adventure', 'Mystery', 'Psychological', 'Dark', 'Interactive Fiction', 'Experimental', 'Text-Based', 'Short', 'Multiple Endings', 'Surreal', '2D', 'Minimalist', 'Atmospheric', 'Singleplayer', 'Psychological Horror', 'Choices Matter', 'Violent', 'Visual Novel']",0-250
Firelight Fantasy: Vengeance,https://store.steampowered.com/app/1668780/Firelight_Fantasy_Vengeance/?snr=1_7_7_230_150_450,28.95,74,79,"['Action', 'Adventure', 'RPG', '3D Fighter', 'Action RPG', 'Action-Adventure', ""Beat 'em up"", 'Mystery Dungeon', 'Souls-like', 'Spectacle fighter', '3D', 'Stylized', 'Third Person', 'Atmospheric', 'Dark Fantasy', 'Fantasy', 'Medieval', 'Mystery', 'Mythology', 'Nature']",0-250
911: Prey,https://store.steampowered.com/app/2537120/911_Prey/?snr=1_7_7_230_150_450,3.99,20,85,"['Action', 'Adventure', 'Puzzle', 'Action-Adventure', 'Indie', 'Exploration', 'Hidden Object', 'FPS', '3D', 'First-Person', 'Horror', 'Survival Horror', 'Singleplayer', 'Blood', 'Gore', 'Violent']",0-250
Summoner's Mess,https://store.steampowered.com/app/1727220/Summoners_Mess/?snr=1_7_7_230_150_450,1.99,62,96,"['Exploration', 'Atmospheric', 'Multiple Endings', 'Pixel Graphics', 'Short', 'Action-Adventure', 'Singleplayer', 'Inventory Management', '2D', 'Lovecraftian', 'Management', 'Adventure', 'Dark', 'Puzzle', 'Mystery Dungeon', 'Time Management', 'Psychedelic', 'Top-Down', 'Horror', 'Mystery']",0-250
Mystery Case Files: Ravenhearst Unlocked Collector's Edition,https://store.steampowered.com/app/1168830/Mystery_Case_Files_Ravenhearst_Unlocked_Collectors_Edition/?snr=1_7_7_230_150_450,9.99,30,70,"['Adventure', 'Casual', 'Hidden Object']",0-250
Deep Under,https://store.steampowered.com/app/2522660/Deep_Under/?snr=1_7_7_230_150_450,2.99,22,100,"['Visual Novel', 'Horror', 'Adventure', 'Dark', '2D', 'Comic Book', 'Story Rich', 'Interactive Fiction', 'Casual', 'Choose Your Own Adventure', 'Hand-drawn', 'Investigation', 'Modern', 'Mystery', 'Controller', 'Multiple Endings', 'Narration', 'Choices Matter', 'Singleplayer', 'Indie']",0-250
Cosmos Bit,https://store.steampowered.com/app/1823170/Cosmos_Bit/?snr=1_7_7_230_150_450,4.99,71,91,"['Action', 'Platformer', 'Pixel Graphics', 'Space', 'Adventure', 'Singleplayer', 'Crafting', 'Retro', 'Indie', 'Metroidvania', '2D', 'Female Protagonist', '2D Platformer', 'Action-Adventure', 'Side Scroller', 'Arcade', '1980s', 'Hero Shooter', 'Puzzle']",0-250
The Light Keeps Us Safe,https://store.steampowered.com/app/853240/The_Light_Keeps_Us_Safe/?snr=1_7_7_230_150_450,19.99,124,59,"['Action', 'Indie', 'Stealth', 'Horror', 'First-Person', 'Robots', 'Procedural Generation', 'Dark', 'Psychological Horror', 'Early Access', 'Psychological', 'Violent', 'Survival Horror', 'Strategy', 'Exploration', 'Atmospheric', 'Singleplayer', 'Sci-fi', 'Story Rich', 'Shooter']",0-250
TELETEXT,https://store.steampowered.com/app/2727470/TELETEXT/?snr=1_7_7_230_150_450,3.39,21,90,"[""1990's"", 'Adventure', 'Point & Click', 'Simulation', 'Exploration', 'Immersive Sim', 'Hidden Object', 'Clicker', 'Puzzle', 'Interactive Fiction', 'Detective', '2D', 'Story Rich', 'Stylized', 'Colorful', 'Logic', 'Mystery', 'Atmospheric', 'Singleplayer', 'Emotional']",0-250
Nelly Cootalot: Spoonbeaks Ahoy! HD,https://store.steampowered.com/app/763030/Nelly_Cootalot_Spoonbeaks_Ahoy_HD/?snr=1_7_7_230_150_450,1.49,142,89,"['Adventure', 'Indie', 'Female Protagonist', 'Point & Click', 'Pirates', 'Cute', 'Hand-drawn', 'Singleplayer', 'Puzzle', 'Comedy', '2D', 'Funny', 'Story Rich', 'Great Soundtrack', 'Classic', 'Third Person', 'Atmospheric']",0-250
Hydra Slayer,https://store.steampowered.com/app/432380/Hydra_Slayer/?snr=1_7_7_230_150_450,3.59,39,92,"['Traditional Roguelike', 'Puzzle', 'Education', 'Turn-Based Tactics', 'Inventory Management', 'Mythology', 'Turn-Based', 'Science', 'Roguelike', 'Procedural Generation', 'Strategy', 'Fantasy', 'Singleplayer', 'Pixel Graphics', 'Dungeon Crawler', 'Grid-Based Movement', 'RPG', '2D', 'Difficult', 'Online Co-Op']",0-250
Nancy Drew®: Secret of the Old Clock,https://store.steampowered.com/app/31880/Nancy_Drew_Secret_of_the_Old_Clock/?snr=1_7_7_230_150_450,6.99,181,91,"['Adventure', 'Point & Click', 'Puzzle', 'Detective', 'Story Rich', 'Based On A Novel', 'Family Friendly', 'Female Protagonist', 'Mouse only', 'Funny', 'Retro', 'Great Soundtrack', 'Classic', '2.5D', 'Atmospheric', 'Exploration', 'Casual', 'Mystery', 'Drama', 'Remake']",0-250
Hydra Slayer,https://store.steampowered.com/app/432380/Hydra_Slayer/?snr=1_7_7_230_150_451,3.59,39,92,"['Traditional Roguelike', 'Puzzle', 'Education', 'Turn-Based Tactics', 'Inventory Management', 'Mythology', 'Turn-Based', 'Science', 'Roguelike', 'Procedural Generation', 'Strategy', 'Fantasy', 'Singleplayer', 'Pixel Graphics', 'Dungeon Crawler', 'Grid-Based Movement', 'RPG', '2D', 'Difficult', 'Online Co-Op']",0-250
Nancy Drew®: Secret of the Old Clock,https://store.steampowered.com/app/31880/Nancy_Drew_Secret_of_the_Old_Clock/?snr=1_7_7_230_150_451,6.99,181,91,"['Adventure', 'Point & Click', 'Puzzle', 'Detective', 'Story Rich', 'Based On A Novel', 'Family Friendly', 'Female Protagonist', 'Mouse only', 'Funny', 'Retro', 'Great Soundtrack', 'Classic', '2.5D', 'Atmospheric', 'Exploration', 'Casual', 'Mystery', 'Drama', 'Remake']",0-250
Angry Putin,https://store.steampowered.com/app/1540060/Angry_Putin/?snr=1_7_7_230_150_451,0.99,121,92,"['Casual', 'Simulation', '3D Fighter', 'Life Sim', 'Platformer', '3D Platformer', 'Collectathon', 'Exploration', ""Shoot 'Em Up"", 'Top-Down Shooter', '3D', 'Third Person', 'Building', 'Comedy', 'Funny', 'Memes', 'Survival', 'Singleplayer', 'Gore', 'Violent']",0-250
Mister 9,https://store.steampowered.com/app/2835190/Mister_9/?snr=1_7_7_230_150_451,2.49,23,91,"['Adventure', 'Walking Simulator', 'Horror', 'Shooter', '3D Platformer', 'Action-Adventure', 'Emotional', 'FPS', 'Collectathon', 'Hidden Object', 'Exploration', '3D', 'First-Person', 'Realistic', 'Survival Horror', 'Loot', 'War', 'Sniper', 'Psychological Horror', 'Singleplayer']",0-250
Desktop Beach Girls,https://store.steampowered.com/app/2488690/Desktop_Beach_Girls/?snr=1_7_7_230_150_451,0.89,42,88,"['Simulation', 'Casual', 'Sandbox', '3D', 'Immersive Sim', 'Anime', 'Cute', 'Realistic', 'Stylized', 'Colorful', 'Atmospheric', 'Family Friendly', 'Nature', 'Relaxing', 'Romance', 'Dark Fantasy', 'Emotional', 'Story Rich', 'Character Customization', 'Female Protagonist']",0-250
Zefira,https://store.steampowered.com/app/1078380/Zefira/?snr=1_7_7_230_150_451,0.9,99,58,"['RPG', 'Indie', 'Sexual Content', 'Nudity', 'JRPG', 'Anime', 'RPGMaker', 'Memes', 'Female Protagonist']",0-250
BULLET PARTY,https://store.steampowered.com/app/655910/BULLET_PARTY/?snr=1_7_7_230_150_451,0.89,60,95,"['Twin Stick Shooter', 'Co-op Campaign', 'Arcade', '4 Player Local', 'Bullet Hell', ""Shoot 'Em Up"", 'Shooter', 'Retro', 'Time Attack', 'Pixel Graphics', 'Multiplayer', 'Local Co-Op', 'Fast-Paced', 'Controller', 'Top-Down Shooter', '1980s', 'Cute', 'Co-op', 'Local Multiplayer', 'Singleplayer']",0-250
Dungeons & Dragons - Stronghold: Kingdom Simulator,https://store.steampowered.com/app/1904650/Dungeons__Dragons__Stronghold_Kingdom_Simulator/?snr=1_7_7_230_150_451,5.99,26,88,"['Strategy', 'Management', 'Dungeons & Dragons', 'Simulation', 'Retro', 'Old School', ""1990's"", 'Real-Time', 'Singleplayer', 'RPG', 'Fantasy', 'Resource Management']",0-250
GUILT: The Deathless,https://store.steampowered.com/app/1047950/GUILT_The_Deathless/?snr=1_7_7_230_150_451,8.99,47,78,"['Early Access', 'Action Roguelike', 'Souls-like', 'Action RPG', 'Asynchronous Multiplayer', 'Loot', 'Dungeon Crawler', 'Dark Fantasy', 'Roguelike', 'Open World', 'Horror', 'Atmospheric', 'Hack and Slash', 'Procedural Generation', 'Exploration', 'Character Customization', 'Roguelite', 'Perma Death', 'Third Person', 'Survival']",0-250
Apotheorasis • Lab of the Blind Gods,https://store.steampowered.com/app/1694670/Apotheorasis__Lab_of_the_Blind_Gods/?snr=1_7_7_230_150_451,5.79,32,93,"['Atmospheric', 'Experimental', 'Sci-fi', 'Story Rich', 'Choices Matter', 'Dark Humor', 'Stealth', 'Thriller', 'Action-Adventure', 'Combat', 'FPS', 'Short', 'Indie', 'Singleplayer', 'Adventure', 'Action', 'Mystery', 'First-Person', 'Minimalist']",0-250
Mega City Force,https://store.steampowered.com/app/2259210/Mega_City_Force/?snr=1_7_7_230_150_451,7.99,248,76,"['Action', 'Roguelike', 'Hero Shooter', 'Shooter', 'Action Roguelike', 'America', 'Bullet Hell', 'Dungeon Crawler', ""Shoot 'Em Up"", 'Top-Down Shooter', 'Twin Stick Shooter', 'Pixel Graphics', '1980s', 'Dystopian', 'Difficult', 'Action-Adventure', 'Sci-fi', 'Singleplayer', 'Procedural Generation', 'Roguelite']",0-250
Crush the Industry,https://store.steampowered.com/app/1098610/Crush_the_Industry/?snr=1_7_7_230_150_451,14.99,117,92,"['Early Access', 'Roguelike Deckbuilder', 'Satire', 'Replay Value', 'Difficult', 'Roguelike', 'Card Battler', 'Strategy RPG', 'Mouse only', 'Deckbuilding', 'Roguelite', 'Pixel Graphics', 'Psychedelic', 'RPG', 'Turn-Based', '2D', 'Turn-Based Tactics', 'Strategy', 'Card Game', 'Retro']",0-250
Risky Rescue,https://store.steampowered.com/app/439910/Risky_Rescue/?snr=1_7_7_230_150_451,0.99,222,81,"['Casual', 'Action', 'Indie', 'Multiplayer']",0-250
Fieldrunners,https://store.steampowered.com/app/209690/Fieldrunners/?snr=1_7_7_230_150_451,4.99,157,77,"['Tower Defense', 'Strategy', 'Indie', 'Casual', 'Singleplayer', 'Touch-Friendly']",0-250
Trouble Magnet,https://store.steampowered.com/app/2629190/Trouble_Magnet/?snr=1_7_7_230_150_451,1.0,16,100,"['Exploration', 'Relaxing', 'Adventure', 'Cute', 'Indie', 'Puzzle', 'Casual', 'Action-Adventure', 'Atmospheric', 'Third Person', 'Funny', 'Nature', 'Open World', 'Early Access', 'Strategy']",0-250
WIN THE GAME: WTF!,https://store.steampowered.com/app/867140/WIN_THE_GAME_WTF/?snr=1_7_7_230_150_451,0.99,183,80,"['Adventure', 'Casual', 'Indie']",0-250
Super Night Riders,https://store.steampowered.com/app/444000/Super_Night_Riders/?snr=1_7_7_230_150_451,2.99,192,88,"['Arcade', 'Racing', 'Indie', 'Motorbike', 'Anime', 'Retro', 'Old School', 'Driving', 'Female Protagonist', '1980s', 'Singleplayer', 'Difficult', 'Fast-Paced', 'Great Soundtrack', 'Minimalist', 'Simulation', 'Atmospheric', 'Controller', 'Classic', 'Bikes']",0-250
Who Is This Man,https://store.steampowered.com/app/1008510/Who_Is_This_Man/?snr=1_7_7_230_150_451,5.79,232,68,"['Indie', 'Simulation', 'Strategy', 'Action', 'Adventure', 'Horror', 'Multiplayer']",0-250
I commissioned some bees 9,https://store.steampowered.com/app/2173880/I_commissioned_some_bees_9/?snr=1_7_7_230_150_451,1.99,22,100,"['Casual', 'Singleplayer', '2D', 'Abstract', 'Cartoon', 'Colorful', 'Comic Book', 'Creature Collector', 'Cute', 'Design & Illustration', 'Indie', 'Hand-drawn', 'Hidden Object', 'Nature', 'Point & Click', 'Psychedelic', 'Puzzle', 'Stylized']",0-250
Bread around bread around bread around bread,https://store.steampowered.com/app/2730890/Bread_around_bread_around_bread_around_bread/?snr=1_7_7_230_150_451,0.89,73,84,"['Visual Novel', 'Psychological Horror', 'Story Rich', 'Adventure', 'Multiple Endings', 'Psychedelic', 'Narration', 'Minimalist', 'Pixel Graphics', 'Indie', 'Philosophical', 'Quick-Time Events', 'Singleplayer', 'Atmospheric']",0-250
Trash Squad,https://store.steampowered.com/app/676440/Trash_Squad/?snr=1_7_7_230_150_452,2.99,118,84,"['Action', 'Indie', 'Shooter']",0-250
Deadly Dozen: Pacific Theater,https://store.steampowered.com/app/1267930/Deadly_Dozen_Pacific_Theater/?snr=1_7_7_230_150_452,5.79,39,84,"['World War II', 'Third-Person Shooter', 'Strategy', 'FPS', 'Action', 'Stealth', 'War', 'Driving', 'Shooter', '3D', 'First-Person', 'Third Person', 'Simulation', 'Combat', 'Inventory Management', 'Singleplayer']",0-250
Sunny village,https://store.steampowered.com/app/2468740/Sunny_village/?snr=1_7_7_230_150_452,3.59,24,45,"['Simulation', 'Building', 'City Builder', 'Farming Sim', 'Retro', 'God Game', 'Trading', 'Singleplayer', 'Agriculture', 'Base Building', '1980s', 'Colony Sim', 'Mining', 'Life Sim', 'Immersive Sim', 'Historical', 'Survival', 'Strategy', 'Transportation', ""1990's""]",0-250
Backgammon Blitz,https://store.steampowered.com/app/395900/Backgammon_Blitz/?snr=1_7_7_230_150_452,3.99,183,54,"['Casual', 'Tabletop', 'Board Game', 'Strategy', 'Indie', 'Simulation']",0-250
Paint It Black,https://store.steampowered.com/app/810630/Paint_It_Black/?snr=1_7_7_230_150_452,4.99,38,81,"['Action', 'Indie', 'Casual', 'Puzzle', 'Minimalist', 'Singleplayer', 'Arcade', '2D', 'Physics', 'Abstract', 'Atmospheric', 'Relaxing']",0-250
Birds Huddled Together,https://store.steampowered.com/app/2930720/Birds_Huddled_Together/?snr=1_7_7_230_150_452,1.49,21,100,"['Casual', 'Simulation', 'Puzzle', 'Immersive Sim', 'Clicker', '2D', 'Cute', 'Colorful', 'Hand-drawn', 'Retro', 'Relaxing', 'Funny', 'Atmospheric', 'Nature', 'Choices Matter', 'Singleplayer']",0-250
Acid Spy,https://store.steampowered.com/app/817230/Acid_Spy/?snr=1_7_7_230_150_452,3.59,155,90,"['FPS', 'Stealth', 'Parkour', 'Minimalist', 'Fast-Paced', 'Cyberpunk', 'Difficult', 'Futuristic', '3D', 'Shooter', 'Action', 'Indie', 'Singleplayer', 'First-Person', 'Controller', 'Blood', 'Violent', 'Gore', 'Turn-Based Tactics', 'VR']",0-250
Ecstatic,https://store.steampowered.com/app/2330300/Ecstatic/?snr=1_7_7_230_150_452,3.59,15,100,"['Action', ""Beat 'em up"", 'Rhythm', 'Shooter', 'Arena Shooter', 'Colorful', 'Pixel Graphics', 'Top-Down', 'Aliens', 'Robots', 'Indie', 'Sci-fi', 'Singleplayer', 'Time Manipulation']",0-250
Aim Trainer - Shooting Range,https://store.steampowered.com/app/2626780/Aim_Trainer__Shooting_Range/?snr=1_7_7_230_150_452,5.79,10,100,"['FPS', 'Action', 'Sniper', 'Simulation', 'Hunting', 'Sports', 'Casual', 'Shooter', '3D', 'eSports', 'First-Person', 'Bullet Time', 'Indie', 'Minimalist', 'Singleplayer', 'Arcade', 'Looter Shooter', 'Third-Person Shooter', 'Software Training']",0-250
Skyworld: Kingdom Brawl,https://store.steampowered.com/app/977690/Skyworld_Kingdom_Brawl/?snr=1_7_7_230_150_452,5.99,48,81,"['Strategy', 'Indie', 'VR', 'Card Game']",0-250
A grande bagunça espacial - The big space mess,https://store.steampowered.com/app/449220/A_grande_baguna_espacial__The_big_space_mess/?snr=1_7_7_230_150_452,0.99,149,87,"['Action', 'Indie', 'Casual', 'Psychological Horror', 'Comedy', 'Memes', 'Funny', 'Horror', 'Nudity', ""Shoot 'Em Up""]",0-250
Ganryu 2,https://store.steampowered.com/app/1856910/Ganryu_2/?snr=1_7_7_230_150_452,9.29,41,63,"['Hack and Slash', '2D Platformer', 'Martial Arts', 'Platformer', 'Arcade', 'JRPG', '2D', 'Action', 'Controller', 'Swordplay', 'Pixel Graphics', 'Ninja', 'Singleplayer', 'Ambient', 'Assassin', 'Indie', 'Retro', 'Soundtrack']",0-250
Twenty-second: Stories of Underground Kharkiv,https://store.steampowered.com/app/2789300/Twentysecond_Stories_of_Underground_Kharkiv/?snr=1_7_7_230_150_452,1.49,28,100,"['RPG', 'Visual Novel', 'Interactive Fiction', 'Idler', 'CRPG', '3D Vision', 'First-Person', 'Realistic', 'Atmospheric', 'War', 'Military', 'Drama', 'Emotional', 'Dark', 'Underground', 'Modern', 'Philosophical', 'Historical', 'Story Rich', 'Linear']",0-250
Heartless & Dreadful : Return by 72 Hours,https://store.steampowered.com/app/1701890/Heartless__Dreadful__Return_by_72_Hours/?snr=1_7_7_230_150_452,2.49,27,100,"['Character Action Game', 'Spectacle fighter', 'Hack and Slash', 'Action', ""Beat 'em up"", 'Villain Protagonist', '3D', 'Third Person', 'Singleplayer', 'Violent', 'Atmospheric', 'Stylized', 'Fantasy', '3D Platformer', 'Indie', 'Combat', 'Linear', 'Blood', 'Dark', 'Dark Fantasy']",0-250
KAIKAN,https://store.steampowered.com/app/2558570/KAIKAN/?snr=1_7_7_230_150_452,2.95,42,97,"['Action', ""Shoot 'Em Up"", 'Shooter', '2D', 'Score Attack', 'Pixel Graphics', 'Top-Down', 'Destruction', 'Singleplayer', 'Controller', 'Bullet Hell', 'Top-Down Shooter', 'Indie']",0-250
Baking Bustle: Ashley’s Dream,https://store.steampowered.com/app/1700130/Baking_Bustle_Ashleys_Dream/?snr=1_7_7_230_150_452,3.99,26,92,"['Casual', 'Simulation', 'Time Management', 'Isometric', 'Cute', 'Cooking', 'Colorful', 'Management', 'Score Attack', 'Indie', 'Tutorial', 'Female Protagonist', 'Resource Management', 'Singleplayer']",0-250
Find Cats 喵星寻猫,https://store.steampowered.com/app/2875030/Find_Cats/?snr=1_7_7_230_150_452,0.89,14,100,"['Casual', 'Point & Click', 'Clicker', 'Creature Collector', 'Hidden Object', 'Puzzle', 'Relaxing', 'Cartoon', 'Cute', '2D', 'Adventure', 'Minimalist', 'Comic Book', 'Space', 'Futuristic', 'Robots', 'Sci-fi', 'Otome', 'Score Attack', 'Nonlinear']",0-250
Stream Games,https://store.steampowered.com/app/872990/Stream_Games/?snr=1_7_7_230_150_453,2.99,37,94,"['Indie', 'Casual']",0-250
Russian roulette,https://store.steampowered.com/app/949630/Russian_roulette/?snr=1_7_7_230_150_453,0.99,150,68,"['Indie', 'Simulation', 'Violent', 'Sports', 'Multiplayer']",0-250
Infinite Seek and Find,https://store.steampowered.com/app/2511440/Infinite_Seek_and_Find/?snr=1_7_7_230_150_453,2.49,14,100,"['Casual', 'Puzzle', 'Hidden Object', 'Cartoony', 'Singleplayer', 'Indie', 'Procedural Generation']",0-250
Vojo,https://store.steampowered.com/app/1598370/Vojo/?snr=1_7_7_230_150_453,0.99,200,96,"['Casual', 'Arcade', 'Flight', 'Runner', '3D', 'Singleplayer', 'Action', 'Indie']",0-250
Dead Drop,https://store.steampowered.com/app/587970/Dead_Drop/?snr=1_7_7_230_150_453,2.99,82,85,"['Action', 'Strategy', 'Indie', 'Casual', 'Local Multiplayer', 'Puzzle', 'Arcade', '2D Fighter', 'Arena Shooter', 'Pixel Graphics', 'Atmospheric', 'Funny', 'PvP', 'Co-op', 'Multiplayer', 'Violent']",0-250
Quack Attack,https://store.steampowered.com/app/2585700/Quack_Attack/?snr=1_7_7_230_150_453,5.79,13,84,"['Arena Shooter', 'Action', 'First-Person', 'Cute', 'Casual', 'Early Access', 'Battle Royale', 'PvP', 'Shooter', 'Stylized', 'Boomer Shooter', 'Strategy', 'FPS', 'Dark Humor', '3D', 'Cartoon', 'Realistic', ""Shoot 'Em Up"", 'Comedy', 'Fantasy']",0-250
Mutant Meltdown,https://store.steampowered.com/app/2085790/Mutant_Meltdown/?snr=1_7_7_230_150_453,9.99,35,80,"['Simulation', 'Strategy', 'RPG', '4X', 'Colony Sim', 'Sandbox', 'Strategy RPG', 'Turn-Based Strategy', 'Outbreak Sim', 'Roguelite', 'Tactical RPG', 'Cartoon', 'Colorful', 'Comic Book', 'Atmospheric', 'Building', 'Management', 'Post-apocalyptic', 'Survival', 'Zombies']",0-250
Mia's Hunt,https://store.steampowered.com/app/2699340/Mias_Hunt/?snr=1_7_7_230_150_453,2.59,28,82,"['Adventure', 'Atmospheric', 'Horror', 'Survival', 'Survival Horror', 'Zombies', 'Early Access', 'Open World', 'Indie', 'Gore', 'Violent', 'Singleplayer']",0-250
Super Buff HD,https://store.steampowered.com/app/1295220/Super_Buff_HD/?snr=1_7_7_230_150_453,8.99,22,95,"['Arena Shooter', 'Boomer Shooter', 'FPS', 'Cartoony', 'PvE', 'Shooter', 'First-Person', 'Funny', 'Comic Book', 'Linear', 'Action', 'Colorful', 'Hand-drawn', 'Stylized', 'Comedy', 'Skating', 'Physics', 'Cartoon', ""1990's"", 'America']",0-250
